neighbourhood_group,price,room_type
Central Region,181,Private room
Central Region,181,Entire home/apt
Central Region,181,Entire home/apt
West Region,181,Entire home/apt
Central Region,181,Entire home/apt
Central Region,181,Entire home/apt
Central Region,181,Entire home/apt
Central Region,181,Entire home/apt
Central Region,181,Private room
Central Region,181,Entire home/apt
Central Region,181,Entire home/apt
Central Region,181,Private room
Central Region,181,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,179,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
East Region,178,Private room
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Private room
Central Region,178,Entire home/apt
North Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Private room
East Region,178,Private room
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,178,Entire home/apt
Central Region,176,Entire home/apt
Central Region,176,Private room
East Region,176,Entire home/apt
Central Region,176,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Private room
Central Region,175,Private room
West Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Private room
Central Region,175,Entire home/apt
Central Region,175,Private room
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,175,Entire home/apt
Central Region,174,Entire home/apt
Central Region,174,Entire home/apt
Central Region,172,Entire home/apt
Central Region,172,Entire home/apt
Central Region,172,Entire home/apt
Central Region,172,Entire home/apt
Central Region,172,Entire home/apt
Central Region,171,Entire home/apt
Central Region,171,Entire home/apt
Central Region,171,Entire home/apt
Central Region,171,Entire home/apt
Central Region,169,Entire home/apt
East Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
West Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
East Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
East Region,169,Private room
North-East Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
East Region,169,Private room
North-East Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
East Region,169,Entire home/apt
East Region,169,Private room
Central Region,169,Entire home/apt
East Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
East Region,169,Private room
East Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
East Region,169,Private room
East Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
North Region,169,Private room
Central Region,169,Entire home/apt
North Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Private room
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Private room
Central Region,169,Entire home/apt
Central Region,169,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Private room
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
North-East Region,168,Private room
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
East Region,168,Entire home/apt
East Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Private room
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Entire home/apt
Central Region,168,Private room
Central Region,168,Entire home/apt
Central Region,167,Private room
Central Region,167,Private room
Central Region,167,Entire home/apt
Central Region,167,Entire home/apt
Central Region,167,Entire home/apt
North-East Region,167,Private room
Central Region,167,Entire home/apt
Central Region,167,Private room
Central Region,167,Entire home/apt
Central Region,167,Entire home/apt
Central Region,165,Private room
Central Region,165,Entire home/apt
Central Region,165,Private room
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Private room
Central Region,165,Entire home/apt
West Region,165,Entire home/apt
Central Region,165,Private room
East Region,165,Entire home/apt
West Region,165,Entire home/apt
North Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Private room
North Region,165,Entire home/apt
Central Region,165,Entire home/apt
North-East Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,165,Private room
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
North Region,165,Entire home/apt
Central Region,165,Private room
Central Region,165,Entire home/apt
Central Region,165,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,164,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,162,Entire home/apt
Central Region,161,Entire home/apt
Central Region,161,Entire home/apt
Central Region,161,Entire home/apt
Central Region,161,Private room
Central Region,161,Entire home/apt
Central Region,161,Private room
West Region,161,Entire home/apt
West Region,161,Entire home/apt
Central Region,160,Entire home/apt
North Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Private room
Central Region,160,Entire home/apt
East Region,160,Private room
East Region,160,Private room
East Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Entire home/apt
Central Region,160,Entire home/apt
